id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
125104,4360,Midway's Greatest Arcade Hits: Volume 2,NULL,2001-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125220,8057,Tiny Toon Adventures: Buster Saves the Day,NULL,2001-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125306,70348,The Ward,"In The Ward you play David Walker, a U.S. astronaut who is having a very bad day on the moon. After an unknown force demolishes both his lander unit and the orbiter, our hero is stranded without any hope of survival. This rather fragile state of affairs decays further when he is abducted by very hostile aliens.",2001-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125328,19886,Resident Evil Survivor 2 CODE: Veronica,"Claire Redfield, is continuing to look for her brother after the Raccoon City incident and she was tipped by an unknown source about an Umbrella facility in Paris. When she tried to infiltrate the facility, she was caught, after which she was taken to the Umbrella prison in Rockfort Island. She teams up with fellow prisoner, Steve Burnside, and plans to escape while an outbreak of the t-Virus is released onto the island. This game's events are actually revealed to be a dream after the completion of the arcade mode, which Claire is having after escaping Antarctica with her brother Chris Redfield at the end of Code: Veronica.",2001-11-08 00:00:00.000,2,NULL,NULL,NULL,54.0461,5
125511,37347,With You: Mitsumete Itai,NULL,2001-02-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125544,80240,Mata Nui Online Game,NULL,2001-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125824,65604,Dance Dance Revolution GB Disney Mix,NULL,2001-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126000,3509,Hamster Monogatari 64,NULL,2001-04-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126235,6307,Army Men Advance,NULL,2001-06-11 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
126242,6483,Jurassic Park III: Park Builder,NULL,2001-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126277,815,NHL 2002,NULL,2001-09-17 00:00:00.000,7,NULL,70.0000,1,85.9048,14
126312,4117,Syphon Filter 3,"Gabriel Logan, Lawrence Mujari, and Lian Xing are standing in front of Teresa Lipan's grave. Meanwhile, Secretary of State Vincent Hadden cancels an operation to capture the protagonists, stating that he has other plans for Logan, planning to blame him during Congressional hearings.

In the first flashback, two weeks before the hearing, Logan is dropped off by Xing at the Hotel Fukushima in Tokyo, Japan to assassinate a renegade Chinese General Shi Hao by interrupting the latter's interrogation of a JRA member. JRA members enter the hotel and take the daughter of the Chinese Ambassador hostage. Logan fights his way out and rescues the hostage. He learns that Congressional hearings have been scheduled.

Logan details his 1999 operation with Xing and Benton in Costa Rica prior to the D.C. incident (the events originally depicted in the first game's opening). They were to rendezvous with Ellis, only to find him executed. Logan secures samples of the plants, and destroys Rhoemer's helicopter; while Xing investigates what Rhoemer's group was growing. Logan pursues Rhoemer, defying Benton's order to regroup. Logan procures a jeep and trails Rhoemer to his airplane. Logan manages to board the plane, but forced not to kill the pilot in order to keep the plane airborne, shoots Rhoemer (wearing the same armor as Jason Chance), causing him to fall out from the back of the cargo hold; although Rhoemer eventually parachutes to safety.

The next testimony is from Mujari. He explains the first time he came into contact with the Agency and the Syphon Filter virus. In 1984, he was working with the African National Council, in Mpumalanga, South Africa to free enslaved Africans under apartheid rule. Mujari enters a set of mining tunnels only to find out that his rescue efforts were in vain; all the slaves are dead. He keeps the South African samples; Lipan, who is working for The Agency, comes to his lab, sees the samples and asks Mujari to work on the virus for Pharcom.

When it is Xing's turn to testify, she describes the events in Kabul, Afghanistan during the Soviet conflict in 1987, as well as her side of the Costa Rican operation. In the former flashback, she is gathering evidence of Soviet troop movements led by Uri Gregorov; she being an MSS agent. She is ambushed by the Soviets, but rescued by Logan, a U.S. Army Ranger. Logan briefs Xing on his mission to deliver weapons to the local rebels, and Xing agrees to create a distraction for him. In the latter flashback, Xing discovers that Rhoemer has kidnapped a large number of world-renowned scientists and medical technicians to work at his labs. Benton orders Lian to save the scientists in order to find out what the plants were used for. She is also ordered to collect a sample of the virus, collect data disks, and destroy computers containing the data. During the mission, it is revealed that Elsa Weissinger is one of Rhoemer's lab technicians. It is also discovered that the plants are necessary for creating the Syphon Filter virus.

While others testify, Logan, with an MI-6 team led by Margeret Powers, tracks one of the last shipments of the Syphon Filter virus to Dublin, Ireland. Logan plants explosives on the ship, the S.S. Lorelei, and recovers the shipping manifest. They come under attack from the IRA, who discovers the Agency's plans to drop off viral containers. It is revealed that they already unloaded several truckloads of the virus while the bombs were planted on the ship. Logan and the team prevent the trucks from the leaving the area, while eliminating a double agent.

After his mission in Ireland, Logan testifies about his role in Afghanistan in 1987, which reveals how he and Ellis were recruited into the Agency. Logan, Ellis, and Benton are the only survivors of a destroyed supply convoy. Upon entering Kabul, Xing's diversion leaves the convoy's route temporarily unguarded with the exception of a tank guarding the town square. Gabe destroys the tank using a C-4 explosive and reveals to Hadden that Benton's contact is not an Afghan rebel but a Soviet agent. Benton does not work for the CIA, but for the Agency, which is supplying weapons to the Soviets. However, Benton kills the Soviet agent and orders the protagonists to leave the weapons for the rebels.

Logan's intelligence leads Xing and Powers to the Tanami desert in Australia, where Weissenger is running the medical end of the operation. Xing intends to kidnap Weissenger, take photographic evidence of genocide, sabotage the terrorist group, and rescue the soon-to-be-executed aborigines. After the kidnapping, Xing forces Weissenger to synthesise the vaccine. Before going off to save the villagers, Weissenger gives Xing information about Mara Aramov as an insurance policy in case Aramov double-crossed her. Weissenger leaves when Xing returns to the helicopter.

Hadden accuses Logan of killing Lipan, but Teresa herself appears and reveals that she faked her death. She testifies about her first day as an ATF agent in Western Montana, Paradise Ridge during the early 1990s. She receives a call from two FBI agents saying that they needed back-up in order to take down a militia sniper. Teresa provides back-up for the agents, but ends up in a conspiracy. A militia survivalist named Earl Oakton, captured by the agents, is executed in cold blood. The supposed FBI agents are really corrupt NSA agents bent on killing the Oakton family to acquire satellite data. Logan, disguised as one of the agents, captures and then rescues Lipan from execution. Logan is concerned about retrieving the data, while Lipan does her best to save the militia and her fellow ATF agents from the NSA agents. She eventually meets up with the Oakton family (or what is left of them), recovers the satellite data, and extracts them from the area with Logan.

At the end of her testimony, Lipan reveals that she shadowed Hadden the entire time to find out that Aramov is his accomplice. Logan appears with federal agents with a warrant to arrest Hadden. Aramov barges in and shoots all in sight, but Logan and Lipan evade her. Logan pursues Aramov, while rescuing captured federal agents along the way. He also searches for codes to disarm planted bombs. Logan eventually enters a Washington Metro train, on the same lines he confronted Aramov in 1999, and shoots her.

Upon Aramov's capture, Gabe is now the head of the Agency, later known as the IPCA. However, Aramov escapes from prison. A post credit cut scene shows Aramov recovering a shipment of the Syphon Filter virus from the S.S. Lorelei's wreckage.",2001-11-06 00:00:00.000,11,NULL,NULL,NULL,76.6551,33
126344,6311,Atari Anniversary Edition,NULL,2001-07-02 00:00:00.000,1,NULL,80.0000,1,NULL,NULL
126380,259,Deer Hunter 5: Tracking Trophies,NULL,2001-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126908,50307,Disney's Magic Artist Deluxe,"Discover the tools to bring art to life. Disney's Magic Artist Deluxe is an interactive art studio featuring effects and wacky tools to give kids the power to create their own art. Play with the Blender that mixes up colors and textures with the push of a button, or try a Texture Pumper that gushes out five different 3-D designs. Create desktop patterns with the Tile Tool or give the Pastry Tool a squeeze to squirt frosting and sprinkle on toppings.",2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126919,6344,Car Battler Joe,"""The road to becoming a car battler is not an easy one.
Nobody knows why your dad, champion car battler Jim Todoroki, suddenly abandoned the fastest and most popular sport in Galacia. There is a rumor going around that he's riding around with the most ruthless car-battler gangs in the world. But is it just a rumor, or is there truth behind it?""",2001-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126979,49302,ESPN Great Outdoor Games: Bass 2002,NULL,2001-12-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127011,71347,Mercer Mayer's Little Critter and the Great Race,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127155,6361,Crazy Arcade,"There are 11 main characters: Boz, Dao, Diz, Moss, Ike, Melvin, Evie, Plunk, Santa, Lodumani, Shao so player can choose whoever they want to play as. There are 8 players in one game. There are standard mode, which players are divided into team to fight each other. Or free mode, where you can freely choose your team (maybe 1 vs 7 or 4 vs 4). In mission mode, 4 players team up to kill one boss. There are 100 maps for standard and free mode and 7 mission map.",2001-01-01 00:00:00.000,8,1,NULL,NULL,NULL,NULL
127433,50009,Pocket Soccer,NULL,2001-03-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127462,765,Jumpgate: The Reconstruction Initiative,NULL,2001-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
127936,6335,Boxing Fever,NULL,2001-10-30 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
128399,44906,TechnoMage: Return of Eternity,NULL,2001-07-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128424,3529,Jikkyō Powerful Pro Yakyū Basic-ban 2001,NULL,2001-03-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128440,45201,Batman: Chaos in Gotham,NULL,2001-04-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128498,44730,Eve: The Fatal Attraction,NULL,2001-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128501,186107,Safari Biathlon,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128520,4040,NFL QB Club 2002,NULL,2001-09-05 00:00:00.000,NULL,NULL,55.0000,1,NULL,NULL
128609,9208,Shrek Game Land Activity Center,NULL,2001-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128651,45843,Tennis 2K2,NULL,2001-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
128803,44850,Super Robot Wars Alpha Gaiden,NULL,2001-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129131,43788,International Cricket Captain 2001: Ashes Edition,NULL,2001-09-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
129247,44788,Mr. Driller G,NULL,2001-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129267,68249,Zoombinis: Mountain Rescue,NULL,2001-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129593,376,Metal Gear Solid 2: Sons of Liberty,"Metal Gear Solid 2 revolves around the ""Big Shell"", a massive offshore clean-up facility that has been seized by a group of terrorists that call themselves ""Sons of Liberty"". They demand a massive ransom in exchange for the life of the President of the United States, and threaten to destroy the facility and create a cataclysmic environmental disaster if their demands are not met. The motives and identities of many of the antagonists and allies change rapidly, as the protagonists discover a world-shaking conspiracy constructed by a powerful organization known as the Patriots.",2001-11-13 00:00:00.000,215,NULL,90.0000,2,88.3224,629
129661,80840,Super Frog,NULL,2001-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129682,50022,Robot Wars: Metal Mayhem,NULL,2001-01-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129767,5945,NASCAR Heat 2002,NULL,2001-06-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129835,135936,The Italian Job,NULL,2001-10-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
129849,8966,Mister Mosquito,NULL,2001-06-21 00:00:00.000,2,NULL,57.0000,2,NULL,NULL
129890,8161,Extreme Ghostbusters,NULL,2001-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129927,49196,Ballistic: Ecks vs. Sever,NULL,2001-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130021,44001,Super Real Mahjong Premium Collection,NULL,2001-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130129,45069,The Land Before Time: Great Valley Racing Adventure,NULL,2001-05-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130287,85695,Castle: The Forbidden Divines,"In the biography of the Supreme Demon God, there is a hidden character ""Magic Master - Xia Houyi"" whose identity is still unsolved at the end of the original game. With a rebellious personality but willing to help the protagonist fight against Chi You, where did he come from? The causes and causes that were unclear in the previous work all originated from an event. And the experience of this young age is the background of the story that this new game hopes to explain.

It all started after Pangu created Wufang and Chaos in the early days. Nuwa and Fuxi invited Luohu to help create the world on the condition of sharing the three realms. Later, the three realms of clearing, fixing the soil, and transforming the wasteland were established. The power of clan eclipse then joined forces with Fuxi to start a battle of creation with Rahu. In the end, when Luohu was defeated, he and his family were defeated and returned to Youyin, and they waited for the opportunity of Xueqiu. And Nu Wa used seven-colored stones to form a strong sky, trying to seal Luohu and his clan forever in the secluded space left after the creation of the world, but it was unsuccessful because of the nine celestial movements. Luohu was afraid of Nuwa's surveillance, so he secretly built the sun and moon double envoys so that the Mingjie could build another nine armillary celestial apparatus to destroy the sky.",2001-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130497,161713,Tomb Raider: The Trilogy,NULL,2001-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
130919,49879,Bob the Builder: Fix it Fun!,NULL,2001-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131018,50896,Pajama Sam's Games To Play On Any Day,NULL,2001-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131226,9148,Guilty Gear Petit 2,NULL,2001-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131238,73852,I Spy Treasure Hunt,NULL,2001-10-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
131324,8318,Bejeweled,NULL,2001-05-30 00:00:00.000,4,NULL,100.0000,1,67.2576,16
131505,149,Star Wars: Starfighter,NULL,2001-02-20 00:00:00.000,4,NULL,78.5000,2,65.9681,21
131519,420,Final Fantasy Chronicles,NULL,2001-06-29 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
131607,9501,King's Field IV,NULL,2001-10-04 00:00:00.000,2,NULL,66.0000,1,NULL,NULL
131669,112660,Harry Potter and the Sorcerer's Stone,NULL,2001-11-16 00:00:00.000,1,NULL,NULL,NULL,79.7384,10
131684,70838,Lunchtime of the Damned,"Teenage magician Davy Jones, and his girlfriend Elandra, perform a resurrection ritual at the graveyard in hopes of bringing a deceased local to life. But everything goes horribly wrong, and they end up becoming unwitting progenitors of a brain-craving zombie. Can Davy put an end to the undead menace's existence? 
 
The game is controlled with a mouse; similarly to Sam & Max Hit The Road, right-clicking changes the cursor action (Walk to, Look at, Interact with, Talk to), while moving the cursor to the top of the screen makes a menu appear, allowing you to easily change the cursor actions, access one's inventory or save/load/quit the game.",2001-02-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
131785,70835,RON 2 and 1/2: Fowl Play,"The town Sheriff - a law-keeper in the town of Reality-on-the-Norm - has a new case on his hands: he needs to hunt down and arrest a notorious chicken (the protagonist from Vengence of the Chikin), wanted for murdering the brother of Baron Wolfgang. The player controls the Sheriff on his quest to get a warrant to arrest the feral fowl and bring him to justice. 
 
The game is controlled with a mouse; similarly to Sam & Max Hit The Road, right-clicking changes the cursor action (Walk to, Look at, Interact with, Talk to), while moving the cursor to the top of the screen makes a menu appear, allowing you to easily change the cursor actions, access one's inventory or save/load/quit the game.",2001-04-08 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
131859,28502,Stretch Panic,NULL,2001-07-27 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
132062,145817,Final Fantasy II,NULL,2001-05-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132154,43461,Mobile Suit Gundam: Journey to Jaburo,NULL,2001-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132303,66631,Lego Creator: Harry Potter,NULL,2001-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
132510,2927,Super Monkey Ball,"This game has a story that is only told in the Japanese version. Here is an excerpt, translated from Japanese: 
 
AiAi, MeeMee, and Baby are a good family and live peacefully in Jungle Island. One day, out of the distant islands, GonGon, leader of the Gorillas, brought in a raid to the island. They intend to hog all the bananas for themselves! AiAi escaped from the spot, and got tired and fell asleep. In his dreams, AiAi was told in his dreams there is a paradise called ""Banana Island"" in the sky from the ""Grand Monkey"". But in order to go there, you have to go through a couple of traps and gimmicks. But the Grand Monkey taught AiAi a magical spell: ""Ei Ei Poo!"" That protects him from any danger. AiAi wakes up quickly, and as he says ""Ei Ei Poo!"", A big ball flies out of the sky He gets insides of it and flies high above the sky. Now, survive several traps and tricks, and aim for it! Banana Island! 
 
When the player completes the Master Stages (in which the setting is above Banana Island), if they play as AiAi, MeeMee, or Baby, they will be able to go to Banana Island and enjoy all the bananas it has to offer. However, if you play as GonGon, he will be locked out of the place in which the bananas are kept while the other monkeys enjoy the bananas inside.",2001-09-14 00:00:00.000,9,NULL,45.0000,1,68.5734,34
132822,49942,Disney's Doug: Doug's Big Game,NULL,2001-01-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132857,19427,Powerpuff Girls: Mojo's Pet Project,NULL,2001-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
132888,4181,Star Wars: Rogue Squadron II - Rogue Leader,NULL,2001-11-09 00:00:00.000,11,NULL,90.0000,2,84.0659,42
133026,71730,Pearl Harbor Attack! Attack!,NULL,2001-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
133129,1286,Conker's Bad Fur Day,NULL,2001-03-05 00:00:00.000,40,NULL,NULL,NULL,81.6399,90
133142,6562,Robot Wars: Advanced Destruction,NULL,2001-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133353,169902,Atlas: The Gift of Aramai,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133472,12449,The Mystery of the Druids,NULL,2001-11-08 00:00:00.000,1,NULL,NULL,NULL,50.0000,3
133676,4580,Extreme-G 3,NULL,2001-08-21 00:00:00.000,NULL,NULL,NULL,NULL,75.0000,4
134034,49832,The Powerpuff Girls: Battle HIM,NULL,2001-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134177,44998,Lunar 2: Eternal Blue Complete,NULL,2001-01-15 00:00:00.000,1,NULL,NULL,NULL,83.3996,11
134183,154832,Rummel & Rabalder: I Snarkofagens Skugga,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134219,144730,Genshi no Kotoba,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134472,44993,Backyard Soccer,NULL,2001-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134494,92950,Swarog,NULL,2001-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134553,86185,"Monsters, Inc.","Boo has accidentally returned to Monstropolis. Luckily, Sulley finds Boo before she could fall into the hands of the CDA and Randall! Only you can help Sulley and Mike find the door that can get Boo back home!",2001-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134591,81849,"Monsters, Inc.","Randall has shredded Boo's door, and it's up to Sulley to find the door pieces and get Boo back home safely. Will you help Sulley?",2001-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134746,43174,Pokémon Zany Cards,Pokémon Zany Cards​ is a small collection of four card games featuring Pokémon-oriented cards.,2001-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134809,178047,Muumit ja Taikalamppu,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134932,169983,Country House,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
134985,6514,"Monsters, Inc. Scream Team",NULL,2001-10-30 00:00:00.000,NULL,NULL,54.0000,1,65.1424,8
135139,44992,Batman: Gotham City Racer,NULL,2001-05-19 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
135278,5413,Twisted Metal: Black,"Black is on a mission for another person to locate and murder Calypso. However the person who sent him has never before been seen and it is never revealed why exactly he is carrying out this mission. According to the original Twisted Metal created in the year 1995, in TM:B the entire storyline is darker, and is referred to as an ""alternate universe,"" in comparison to the other Twisted Metal games. As stated, it is because it is all in Needles Kane's head. But there is even more to TM:B. Black, the driver of Manslaughter, made an appearance in TM(1995), Darkside's driver Mr. Ash's ""lost"" ending. In that ending he wants his demon ""black"" back, which makes one believe Mr. Ash is Satan. When he gets Black back, Calypso gets very upset. This is because Black is sent on a mission to kill a darker, more evil Calypso in the ""Black"" universe.",2001-06-18 00:00:00.000,9,NULL,90.0000,1,86.3283,30
135408,43745,Men in Black: The Series – Crashdown,NULL,2001-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135502,11211,Star Ocean: Blue Sphere,NULL,2001-06-28 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
135577,50026,Monkey Puncher,NULL,2001-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135589,147510,Dinosaur'us,NULL,2001-02-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135605,49868,Action Man: Search For Base X,NULL,2001-03-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135758,7263,Romance of the Three Kingdoms VIII,NULL,2001-06-29 00:00:00.000,NULL,NULL,89.0000,2,NULL,NULL
135844,72176,Pocket Tanks,"The point of Pocket Tanks, is to use various weapons to attack the other player's tank. Each hit scores a certain amount of points, which varies based on the weapon and proximity. At the end of 10 volleys, the player with the highest points wins.",2001-11-21 00:00:00.000,1,1,NULL,NULL,68.6564,7
135911,6511,Monster Rancher Advance,NULL,2001-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135960,75739,One Piece: Birth of Luffy's Dream Pirate Crew!,NULL,2001-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136003,80143,Sakura Taisen 3: Pari wa Moete iru ka?,NULL,2001-03-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136193,7409,Patrician II: Quest for Power,NULL,2001-10-08 00:00:00.000,3,NULL,NULL,NULL,79.9169,6
136408,1245,Tekken 4,"Two years ago, Heihachi failed to capture Ogre.

Not willing to give up, Heihachi ordered his researchers to collect blood samples, skin tissue, and hoof fragments left behind by Ogre (or known as True Ogre in its true manifestation) in order to conduct genetic experiments. Heihachi’s goal was to create a new life form by splicing Ogre’s genome with his own. However, the research was unsuccessful.

After extensive experimentation, Heihachi’s bioengineers came to the conclusion that an additional gene - the Devil Gene - was necessary in order to successfully splice Ogre’s genetic code into another living organism. Heihachi learned that his own genome lacked the Devil Gene, but he knew someone who did... Jin Kazama.

Jin, who vanquished Ogre in The King of Iron Fist Tournament 3, was shot and mortally wounded by Heihachi. As his life slipped away, Jin transformed into a Devil. Upon his transformation, he struck down Heihachi and took flight. Jin’s whereabouts were unknown after the Tournament.

Heihachi searched for Jin to no avail. However, Heihachi discovered a photograph during his investigation that stirred his curiosity. The 20-year-old photograph was an image of a burnt corpse covered with laceration wounds. Heihachi paid particular attention to the corpse’s back, which had what looked like deformed, protruding wing-like limbs.

Convinced that the picture was of Kazuya, his own son whom he threw into a volcano 20 years ago, Heihachi diverted all his resources into a search for the body. This search eventually led Heihachi to G Corporation, a leading-edge biotech firm making unprecedented advances in the field of biogenetics research.

Heihachi discovered that G Corporation found the corpse and extracted and analyzed its genetic data. In fact, Heihachi learned that the company was in the midst of creating a new life form by using the data. Heihachi also determined that Kazuya’s remains and research data were secured at G Corporation’s Nebraska and Nepal research laboratories, respectively.

Friday, 25 December. The Tekken Force raided G Corporation’s maximum security research laboratory in Nepal. The bottom floors of the building were obliterated, and the remaining data storage facility containing file servers was airlifted by a group of heavy-duty helicopters.

At the same time, a separate unit led by Heihachi infiltrated the underground research facility in Nebraska, where Kazuya’s remains were preserved. As Heihachi observed from his helicopter, he soon realized that unlike the Nepal facility, the operations in Nebraska were not going according to plan. The tactical status monitor screens showed the first wave of the Tekken Force troops being blown out from the storage room where Kazuya’s remains were supposedly kept.

A silhouette of a large figure slowly emerged from the room... When Heihachi could see clearly enough, he instantly recognized the large figure as Kazuya.

Kazuya was resurrected in G Corporation’s research facility. After his resurrection, Kazuya offered his body as research material to determine the true nature of the Devil that resided within him. Kazuya’s goal was to unify his two selves into one. Kazuya theorized that if he unified his body with the Devil, he would be able to truly harness its powers. He could then finally take revenge against Heihachi and the Mishima Zaibatsu.

Enraged that Heihachi thwarted his plans, Kazuya obliterated the heavily armed Tekken Force and vanished into the flames of the lab’s wreckage. Heihachi was infuriated by Kazuya’s escape and took out his anger on his hapless subordinates who reported the escape.

Abel, Heihachi’s lead scientific advisor, urged the enraged Heihachi to quickly find a way to capture Kazuya. Once his anger subsided, Heihachi focused his mind and decided on a plan. An evil smile crept upon his lips.

Two years had passed since The King of Iron Fist Tournament 3. The Mishima Zaibatsu announced The King of Iron Fist Tournament 4 and placed the massive financial empire as the top prize. The champion who manages to defeat Heihachi at the end of the Tournament would inherit the Mishima Zaibatsu.

Well aware that the tournament is just a trap designed to lure him out, Kazuya nevertheless enters - it is his chance to defeat Heihachi.

In the round 7, Jin and Kazuya was scheduled to fight. However, on the way to fight Kazuya who waits in the stage Jin was ambushed and captured by Tekken Force before he was taken and chained in the Honmaru. Kazuya was announced as a default winner and he was sent to the final stage where he met Heihachi and asked him where Jin was. Heihachi promised he would answer after the fight; he was planning to take Kazuya to Honmaru after winning the fight and finish him off along with Jin by chaining him. He intentionally did this because he was more interested in torturing Kazuya. In the final stage 2 were clashed into battle resulting in Kazuya as a winner. After losing in the fight, Heihachi was being forced to take Kazuya to Honmaru and he was knocked out by Kazuya's devil power. Kazuya tried to suck out Jin's devil power but he failed. Eventually Jin woke up after being taunted by Kazuya and broke out of chain with rage. Kazuya fought against confronting Jin, but he was not able to defeat him and was left unconsciousness. Then Heihachi woke up and tried to kill exhausted Jin but he was defeated again and he was about to be killed if not for Jin's reminiscence of his mother, Jun Kazama, which caused him to spare Heihachi in honor of his mother. Stretching his Devil wings, Jin took a flight, leaving the unconscious Kazuya and Heihachi in Hon-Maru..",2001-07-01 00:00:00.000,32,NULL,NULL,NULL,73.1130,130
136695,2261,Gothic,"The main character must complete quests and slay wild animals and monsters to earn skill points, which are used to increase basic attributes, improve skills, and learn trades. They are spent by finding the appropriate teacher. Several skills have only one ""level"" (Sneaking, Acrobatics), while the fighting skills (one-handed weapons, two-handed weapons, bows and crossbows) have two proficiency levels. If the Hero chooses to be a Mage (or joins the Swamp Camp), he will be able to learn Circles of Magic; of which there are 6. The main attributes are increased in 1 or 5 point increments, starting at 10 and capping off at 100. The cap can be surpassed with the use of potions.

The game places a special focus on the interactivity of the environment. For example, hunting wild animals can earn the player raw meat. This heals damage and can be sold. However, by using a stove or frying pan, the player may also choose to turn this into grilled meat, which heals much more effectively. Similarly, most of the activities other characters can be seen doing (playing musical instruments, stirring soup pots, urinating etc.) can be done by the main character as well (although with the exception of forging weapons these activities have little bearing on the game).

The player can choose which camp to join, although quests get increasingly linear and the distinctions between different factions wane in the latter parts of the game. The major difference is that Swamp Camp members cannot become mages, because they are limited to 4 magic circles (out of 6). However, they gain access to magic earlier.",2001-03-15 00:00:00.000,129,NULL,78.0000,1,86.6483,300
136898,10914,Extermination,NULL,2001-03-08 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
136926,5829,EA Sports F1 2001,NULL,2001-09-20 00:00:00.000,3,NULL,NULL,NULL,NULL,NULL
137222,19420,The Legend of Alon D'ar,NULL,2001-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
