id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
61571,137320,Seigi no Mikata,NULL,2001-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61772,4354,Giant Killers,NULL,2001-04-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61795,1041,The Legend of Zelda: Oracle of Ages,"Transcend the very fabric of time with the Harp of Ages. Rescue Nayru, the Oracle of Ages, to save the Land of Labrynna from Veran, Sorceress of Shadows, who will pitch the world into an endless night.

Travelling through time presents Link with unique challenges. If a river blocks Link's path in the present, he can travel to the past and move a stone, redirecting the flow of water. If he plants seeds in the past, he'll find full-grown trees and vines when he returns to the present.",2001-02-27 00:00:00.000,35,NULL,95.3333,3,84.7463,103
61937,4350,Headhunter,NULL,2001-11-16 00:00:00.000,5,NULL,90.0000,1,64.5496,8
61952,12899,Time Crisis: Project Titan,NULL,2001-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62173,6495,Konami Krazy Racers,NULL,2001-03-21 00:00:00.000,1,NULL,77.5000,2,NULL,NULL
62250,141526,Dragon Ball Z Tournament,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62433,70421,Ricochet Xtreme,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62466,39594,Lupin The 3rd The Shooting,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62497,49857,Pokémon Puzzle Challenge,NULL,2001-01-04 00:00:00.000,2,NULL,NULL,NULL,79.7823,10
62534,1179,Lufia: The Legend Returns,NULL,2001-09-07 00:00:00.000,NULL,NULL,NULL,NULL,90.0000,4
62578,49878,Snoopy Tennis,NULL,2001-05-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62661,49206,ESPN Winter X-Games Snowboarding 2002,NULL,2001-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62675,128762,Hanamushi,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62725,47611,Pachi-Slot Aruze Oukoku Pocket: Daihanabi,NULL,2001-01-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62750,21951,Des Blood Racing,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62839,37444,Gensou Maden Saiyuuki Retribution: Hi no Ataru Basho De,NULL,2001-07-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62919,43912,The King of Figthers 99,NULL,2001-05-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63027,49978,Zoboomafoo: Playtime in Zobooland,NULL,2001-10-01 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
63173,9283,Codename: Outbreak,"Your objectives will take place deep in an area containing dense Jungle growth; hilly terrains and large enemy complexes and you will often find that you are outnumbered, that your adversaries are extremely dangerous and that you will have to overcome many hazardous obstacles. However, this is what you do best, so pack-out, lockup and get ready for some action…",2001-10-08 00:00:00.000,2,NULL,70.0000,1,79.9383,5
63449,21312,Growlanser III: The Dual Darkness,NULL,2001-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63653,126323,FOG ...Seek the hidden truth,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63859,80335,Fast Food Tycoon 2,NULL,2001-02-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
63936,1756,Mega Man Battle Network 2,NULL,2001-12-14 00:00:00.000,6,NULL,NULL,NULL,80.4398,27
63997,60974,Castrol Honda VTR,NULL,2001-02-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64294,3457,The Bombing Islands,NULL,2001-05-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64346,7701,Parkan: Iron Strategy,NULL,2001-02-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64379,113964,Dicewars,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64527,142083,Der Clown,NULL,2001-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
64617,49249,Steven Gerrard's Total Soccer 2002,NULL,2001-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64670,50474,Knights of the Cross,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64797,47093,UEFA Challenge,NULL,2001-06-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64906,54383,Speed Thief,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
65007,11278,Conquest: Frontier Wars,NULL,2001-08-14 00:00:00.000,NULL,NULL,70.0000,2,NULL,NULL
65218,50013,Kelly Club: Clubhouse Fun,NULL,2001-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65368,45829,Capcom vs. SNK: Millennium Fight 2000 Pro,"In AD 2000. 
 
A special martial arts event is planned through a collaboration of the two most powerful world organizations: Garcia Financial Clique and Masters Foundation. The gala event – it is hoped! – will ease the political conflicts between the two powers. 
 
It's name was ""Millennium Fight 2000"". 
 
Many renowned martial artists have registered for the tournament. People around the world focus intensely on the upcoming exhibitions. 
 
The long-awaited opening ceremony is a huge success. 
 
No one notices the signs of impending chaos...",2001-06-06 00:00:00.000,1,NULL,NULL,NULL,78.6591,8
65510,57682,Chemicus: Journey to the Other Side,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
65660,167999,World Soccer: Winning Eleven 5 Final Evolution,NULL,2001-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66042,3491,F-Zero: Maximum Velocity,NULL,2001-03-21 00:00:00.000,8,NULL,90.0000,1,59.6052,17
66173,79557,Momotaro Dentetsu X: Kyuushuu-hen mo Arubai,NULL,2001-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66196,4569,WTA Tour Tennis,NULL,2001-09-27 00:00:00.000,NULL,NULL,69.0000,1,32.0000,0
66444,49438,Moorhen 3 - The Chicken Chase!,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66456,4363,European Super League,NULL,2001-04-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
66500,50059,Antz World Sportz,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
66812,146072,CrossGate,NULL,2001-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67259,5886,Powerpuff Girls: Battle HIM,NULL,2001-02-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67375,63593,Winning Post 4: Maximum 2001,NULL,2001-03-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67538,49346,Tweety & The Magic Gems,NULL,2001-08-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67752,2343,Mario Kart: Super Circuit,NULL,2001-07-21 00:00:00.000,30,NULL,90.0000,1,75.9730,118
67784,43466,Army Men: Air Attack - Blade's Revenge,NULL,2001-04-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68033,46364,Fire Pro Wrestling D,NULL,2001-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68121,171552,Rob Blanc II: Planet of the Pasteurised Pestilence,NULL,2001-01-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68301,171553,Rob Blanc III: The Temporal Terrorists,NULL,2001-01-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68327,37698,Another Heaven: Memory of Those Days,NULL,2001-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68331,171551,Rob Blanc I: Better Days of a Defender of the Universe,NULL,2001-01-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68393,40093,Jurassic Park III,NULL,2001-12-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68447,43379,Yanya Caballista City Skater,NULL,2001-08-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68784,47098,Killer Tank,NULL,2001-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69126,118487,Portal Runner,NULL,2001-09-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69127,20516,Legend of the River King 2,"The story begins with a sprite, named Yuki, who had control over the Heaven Jewel. Unfortunatly by some twist of fate, the Heaven Stone somehow split into two pieces. One piece was taken by the Mountain God, and the other piece was taken by the Sea God. Yuki asks for your help in retrieving the two pieces so that she can put the Heaven Jewel back together. The Mountain God transformed into the River King and the Sea God transformed into the Sea King. It's your job to go out into the world and fish up the two kings.",2001-05-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69227,43744,Beatmania: The Sound of Tokyo,NULL,2001-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69262,43056,Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo,NULL,2001-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69346,108171,Iter Vehemens Ad Necem,NULL,2001-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69360,37352,SD Gundam Eiyuuden: Kishi Densetsu,NULL,2001-04-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69550,37456,Tonpuusou,NULL,2001-07-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69741,72913,beatmania IIDX 5th style,NULL,2001-03-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69765,9363,World War III: Black Gold,NULL,2001-10-16 00:00:00.000,1,NULL,NULL,NULL,50.0000,3
69786,142453,Kao the Kangaroo,Kao is a young kangaroo living with his family in the jungle when they are one day captured by a ruthless hunter and his goons. It's up to Kao to drive the invaders from his home and save his family.,2001-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
69984,5557,Eldorado Gate Volume 5,NULL,2001-06-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70001,43760,Jetracer,NULL,2001-05-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70311,94231,State of War,NULL,2001-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
70316,39861,Gunbarich,NULL,2001-02-01 00:00:00.000,NULL,NULL,64.0000,1,84.0000,1
70327,44766,BursTrick WakeBoarding,NULL,2001-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70345,71162,Return of Die Vie Ess,"A mad scientist has arrived in the hitherto relatively peaceful town of Reality-on-the-Norm, and he wants nothing less than to take over the world. A nameless government official is dispatched to put an end to this menace by any means possible.",2001-05-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
70499,49876,Test Drive 2001,NULL,2001-01-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70565,44933,IHRA Motorsports Drag Racing,NULL,2001-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70787,100078,Kartoffelpüree: Der Gemüse-Shooter,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70996,6535,Pinobee: Wings of Adventure,NULL,2001-03-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71049,51249,Scorched 3D,NULL,2001-05-29 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
71106,180273,V.G. Re-birth,NULL,2001-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71175,75740,One Piece: Set Sail Pirate Crew!,NULL,2001-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71806,65455,Yoake no Mariko,NULL,2001-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71912,81197,Super Mario Advance,NULL,2001-03-21 00:00:00.000,4,NULL,85.0000,1,77.7351,20
72345,49971,Spider-Man 2: The Sinister Six,NULL,2001-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72429,64674,Missing Parts: The Tantei Stories,NULL,2001-01-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72812,6623,Super Robot Wars A,NULL,2001-09-21 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
72984,49941,Dracula: Crazy Vampire,NULL,2001-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73097,126077,Les Visiteurs: La Relique De Sainte Rolande,"As the medallion of Sainte Rolande (which is believed to be a source of fertility) has stayed in the 20th century, Godefroy de Montmirail has to bring it back to the year 1132, in order to have children.",2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73116,64885,Abarenbou Princess,NULL,2001-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73531,43739,Crossroad Crisis,NULL,2001-09-15 00:00:00.000,NULL,NULL,69.0000,1,NULL,NULL
73632,62558,Initial D: Second Stage Typing Game,NULL,2001-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73791,73645,Field & Stream: Trophy Hunting 5,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73832,70837,Vengeance of the Chicken,"After his brother ends up dead due to an assassin's misfire, the Chicken - yes, an actual chicken - decides to shoot the killer's brother as an act of revenge. The player's goal is to get the Chicken's mission to a successful, bloody end. 
 
The game is controlled with a mouse; similarly to Sam & Max Hit The Road, right-clicking changes the cursor action (Walk to, Look at, Interact with, Talk to), while moving the cursor to the top of the screen makes a menu appear, allowing you to easily change the cursor actions, access one's inventory or save/load/quit the game.",2001-02-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
73894,4170,Shadow Hearts,NULL,2001-06-28 00:00:00.000,10,NULL,NULL,NULL,82.4779,17
73917,37313,Senkaiden Ni: TV Animation Senkaiden Houshin Engi Yori,NULL,2001-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73980,128365,Kiwame Mahjong Deluxe: Mirai Senshi 21,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74039,78675,Mystery Of Time And Space,NULL,2001-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74072,6985,Three Kingdoms: Fate of the Dragon,NULL,2001-03-27 00:00:00.000,6,NULL,NULL,NULL,79.9541,6
74142,57558,Hello Kitty to Dear Daniel no Dream Adventure,NULL,2001-04-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74345,70283,Leiji Matsumoto 999 ~ Story of Galaxy Express 999 ~,NULL,2001-06-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74428,72788,World Championship Snooker 2002,NULL,2001-09-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74790,66600,Mobile Suit Gundam Vol. 1 - Side 7,NULL,2001-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74800,9836,Legends of Might and Magic,NULL,2001-06-20 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
74948,71475,Ms. Pac-Man: Quest for the Golden Maze,NULL,2001-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
74987,73878,Globetrotter 2,NULL,2001-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75039,57314,Alexander Zickler: Total Soccer 2002,NULL,2001-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75098,78247,Lineage: The Blood Pledge,NULL,2001-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75230,131371,Bounce,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75404,8269,ATV Offroad Fury,NULL,2001-02-05 00:00:00.000,NULL,NULL,NULL,NULL,64.0379,5
75441,37558,Ultraman: Hikari no Kuni no Shisha,NULL,2001-07-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75484,139351,Reader Rabbit 1st Grade: Capers on Cloud Nine,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75494,139350,Reader Rabbit Kindergarten: Bounce Down in Balloon Town,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75495,139349,Reader Rabbit Preschool: Sparkle Star Rescue,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75690,9236,Top Gun: Combat Zones,NULL,2001-10-21 00:00:00.000,NULL,NULL,NULL,NULL,49.0000,2
75708,79459,Blastoff!,"The same genius behind the Treasure of Drunk Island is behind this RON episode! This game places Elandra in the lead role, helping an amateur rocket builder. And of course, madness results. Download it or suffer horrifying consequences!",2001-02-17 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
75809,20466,Monster Racers,NULL,2001-02-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
75820,75738,One Piece: Grand Battle!,NULL,2001-03-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75928,1691,Advance Wars,"The story of the Advance Wars begins in the ""Field Training"" tutorial mode, with the nation of Orange Star in a war against the neighboring nation of Blue Moon, with Olaf as the Blue Moon Army commanding officer (CO). Olaf suddenly ordered an invasion of the Orange Star nation and is in battle with the Orange Star Army. The campaign continues the story that started in the tutorial. Nell, the de facto leader of the Orange Star COs, gives the player the duty of a tactical advisor for the Orange Star Army.

The player follows the war effort through all four countries, with its own COs, over the course of the game. Starting with having only one choice of a CO to advise, Andy, the player will have a choice of two more Orange Star COs, Max and Sami, to advise as the story progresses, each with their own advantages and disadvantages. Depending on which CO is chosen by the player to advise, there are times when a mission is split into a choice of two or three, where the maps and dialog could be different. After completing that mission, the story paths could split up, depending on which CO was chosen in that previous mission, with the story differing from the other path, eventually leading back to the main path.

After winning a battle against Green Earth, Andy gets mysteriously accused by Green Earth's CO, Eagle, of committing a treacherous act of aggression against Green Earth. After defeating the Blue Moon troops that invaded the Orange Star country, the Orange Star Army then invade the Blue Moon country, defeating their troops. The Blue Moon COs, Olaf and Grit, are revealed to be COs whom both used to work for the Orange Star Army, but switched to Blue Moon. When the Orange Star Army's intention was to just pass through the other two countries, Green Earth and Yellow Comet, the countries' COs like Kanbei of Yellow Comet assume a threat of an invasion and declare battles against the Orange Star Army in their land.

Later on, Green Earth CO Drake tells Eagle that the Orange Star Army didn't attack Green Earth, saying that ""This entire conflict has been orchestrated from the beginning."" Meanwhile, Yellow Comet CO Sonja and Grit try to discover the person who is really behind the attacks. When Eagle meets Andy again, Eagle again accuses Andy of attacking Green Earth, to which the Orange Star COs eventually convince Eagle that it wasn't Andy who attacked Green Earth. This explains why the three nations have been declaring battles against Orange Star, as they thought Andy attacked them first.

When Eagle meets Sonja, Sonja also tells Eagle that Andy wasn't behind the attacks, saying it was someone else, and goes with her to see what she discovered. It is revealed that the enigmatic Black Hole Army, under the command of Sturm, is the true enemy. Using a CO doppelganger clone of Andy, Sturm stirred up war among the four countries in order to confuse, weaken, and eventually conquer them. Once this is revealed, the four countries unite to drive Black Hole out of their land, the Cosmo Land, with COs automatically chosen depending on the paths the player took during the game.",2001-09-10 00:00:00.000,34,NULL,100.0000,1,81.6547,82
76056,49189,Donald Duck Advance,NULL,2001-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76133,22228,Hamtaro: Ham-Hams Unite!,NULL,2001-04-21 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
76224,23555,Skateboard Park Tycoon,NULL,2001-10-04 00:00:00.000,NULL,NULL,59.5000,2,NULL,NULL
76249,5611,RuneScape,NULL,2001-01-04 00:00:00.000,27,NULL,NULL,NULL,79.4486,83
76257,104712,Pocket Aquarium,NULL,2001-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76395,9790,The Cameron Files: The Secret at Loch Ness,NULL,2001-11-01 00:00:00.000,1,NULL,NULL,NULL,50.0000,3
76457,72570,Jurassic Park: Scan Command,NULL,2001-10-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
76485,1699,Wario Land 4,NULL,2001-08-21 00:00:00.000,11,NULL,77.5000,2,75.2753,44
76605,8313,World Rally Championship,NULL,2001-03-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
77114,21014,Zero Gunner 2,NULL,2001-05-01 00:00:00.000,2,NULL,75.0000,1,90.0000,3
77293,37360,Mikeneko Holmes: Ghost Panic,NULL,2001-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77340,49757,Nakayoshi Mahjong: Kapu Richi,NULL,2001-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77436,3953,Ikaruga,NULL,2001-12-20 00:00:00.000,14,NULL,89.0000,11,89.0392,39
77591,50063,Love Hina Party,NULL,2001-02-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77664,6431,Hatena Satena,NULL,2001-10-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77784,63986,Woody Woodpecker,NULL,2001-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77950,49804,Sutakomi: Star Communicator,NULL,2001-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78136,13774,The Famous Five: Five on a Secret Mission,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78336,44936,Gunfighter: The Legend of Jesse James,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78557,61667,Mocap Boxing,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78641,5556,Eldorado Gate Volume 4,NULL,2001-04-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
78656,61276,Rayman vs Cullcut,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78729,5555,Eldorado Gate Volume 3,NULL,2001-02-02 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
78732,4351,Eldorado Gate Volume 6,NULL,2001-08-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78742,5558,Eldorado Gate Volume 7,NULL,2001-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78765,144565,Tsukihime Plus-Disc,NULL,2001-01-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78788,69997,RuneSword 2,NULL,2001-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78803,22050,Floigan Bros.,NULL,2001-07-30 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
78861,26450,Illbleed,NULL,2001-03-29 00:00:00.000,5,NULL,NULL,NULL,67.2987,5
78897,49601,GetBackers Dakkanya: Jigoku no Scaramouche,NULL,2001-05-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
78920,43606,Tsugunai: Atonement,"As a member of a mercenary corp known as the Ravens, our silent protagonist Reise is assigned to recover an ancient artifact for a powerful government leader, Lord Cole. This artifact, the Treasure Orb, is cursed. After stealing it from a guarded tower, supernatural forces separate Reise’s spirit from his body. His body winds up in a local monastery, alive but comatose. His spirit is helpless-unable to be seen, unable to speak, unable to interact with the world around him aside from being able to pass through light materials such as wood. 
 
Thankfully, the head monk of this monastery has enough spiritual power to perceive Reise. He informs the mercenary of his strange position, that he has indeed been cursed for stealing the Treasure Orb. The monk then informs him that the only way for his body and spirit to be reunited is through demonstrations of kindness and courage. And in order to do this, he must possess the bodies of others and carry out tasks which they otherwise might not have the strength to do. These tasks range from helping a child find a cat to saving a lost soldier in a treacherous cavern. Thus, Reise heads into the local fishing village to atone for his transgressions.",2001-02-22 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
79004,145569,Yulhyul Kangho,NULL,2001-06-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79022,49972,Animastar GB,NULL,2001-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79042,37364,Kurupara!,NULL,2001-07-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79271,43535,Bomberman Kart,NULL,2001-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79486,49706,Mahjong Keiji,NULL,2001-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79531,63163,SuperLite 3in1 series: Sudoku Shuu,NULL,2001-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79537,5622,Anachronox,NULL,2001-06-27 00:00:00.000,9,NULL,70.0000,1,76.8031,23
79732,49712,Morita Shogi Advance,NULL,2001-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79841,141554,A Day for Fresh Sushi,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79912,37349,Wild Card,NULL,2001-04-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79982,40294,Vasara 2,NULL,2001-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80104,37317,Star Hearts: Hoshi to Daichi no Shisha,NULL,2001-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80110,71163,Nihilism,"In this little, surreal game, you are controlling Tom - a ""servant of Yahtzee"", sent to the town of Reality-on-the-Norm to make an inspection of the local ""Yahtzeebrand"" general store. The peculiar, MS-Paint graphics, the surreal humor and a lack of an actual ending make the experience of playing Nihilism quite unusual. 
 
The game is controlled with a mouse; similarly to Sam & Max Hit The Road, right-clicking changes the cursor action (Walk to, Look at, Interact with, Talk to). Your inventory, as well as the Save/Load/Quit buttons, are at the bottom of the screen.",2001-04-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
80144,43469,Paris-Dakar Rally,NULL,2001-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80185,132134,Dragon Riders: Chronicles of Pern,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80384,22542,LMA Manager 2002,NULL,2001-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80434,140504,CrossCraze,NULL,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
80491,26753,C-12: Final Resistance,NULL,2001-04-06 00:00:00.000,1,NULL,NULL,NULL,68.3673,5
80763,992,Silent Hunter II,NULL,2001-11-06 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
80871,135291,Bulanci,The game sees players battle other Bulanci called EAP (extremely aggressive pillows). It is a 2D game with a top down view. The history within the game follows the trajectory of human history.,2001-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81067,56243,Kids Station: Crayon Shin-Chan Ora to Omoide Tsukuru Zo!,NULL,2001-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81109,78209,Memories Off 2nd,"The protagonist is a 17-year-old student, Ken Inami, a soccer loving dude who aspires to go to film school. His girlfriend Hotaru Shirakawa also has high aspirations; having played piano ever since she was a child, she aims to go to music school. Ken and Hotaru have been dating for a spell and are at a rocky juncture in their relationship. This is where the game gets interesting. You can either make decisions to salvage Ken's relationship with Hotaru or chase after another girl.",2001-09-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81231,167113,Tenkuu No Restaurant: Hello! Project Version,NULL,2001-01-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81395,49529,Boku wa Koukuu Kanseikan,NULL,2001-04-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81662,1755,Mega Man Battle Network,NULL,2001-03-21 00:00:00.000,7,NULL,NULL,NULL,82.8305,42
81859,49738,Okuman Chouja Game: Nottori Daisakusen!,NULL,2001-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81952,70007,Bioscopia: Where Science Conquers Evil,NULL,2001-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
